2020-11-16 18:24:12 DEBUG MainApplication:10 - Application is started ... !
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:18 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:18 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:19 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:20 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:20 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:21 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:21 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:22 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:22 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 9
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 9
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 3
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 3
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 5
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 6
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:23 DEBUG WriteFileThread:12 - Number random is : 1
2020-11-16 18:24:23 DEBUG WriteFileThread:7 - Number written is : 1
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 4
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 2
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 2
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 0
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 0
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 7
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:7 - Number written is : 8
2020-11-16 18:24:24 DEBUG WriteFileThread:12 - Number random is : 8
